category,question,option_a,option_b,option_c,correct,explanation
衛生題,"何者為「全球暖化潛勢」(Global Warming Potential, GWP)的定義？",衡量一種溫室氣體在特定時間尺度內，相對於等量二氧化碳造成全球暖化的能力,指特定氣體在大氣中濃度的絕對數值，直接反映其對全球溫度的影響,評估一地區因全球暖化導致海平面上升高度的具體量化指標與數據,A,"全球暖化潛勢（GWP）衡量一種溫室氣體在特定時間尺度（通常100年）內，相對於等量二氧化碳造成全球暖化的能力。CO₂的GWP定義為1，甲烷（CH₄）GWP約25，氧化亞氮（N₂O）約298，六氟化硫（SF₆）約22,800。GWP越高表示溫室效應越強。GWP用於比較不同溫室氣體對氣候變遷的貢獻，為溫室氣體減量政策重要指標。"
衛生題,在食品安全中，何謂「食品追溯追蹤系統」(Traceability System)？,記錄食品的最終銷售地點與時間，但不包含其生產與加工過程的資訊,記錄食品從生產、加工、流通到銷售的完整歷程，以便在發生問題時能迅速追溯源頭,一套評估食品營養成分與熱量標示是否正確的內部審核機制與管理流程,B,食品追溯追蹤系統（Traceability System）記錄食品從生產、加工、流通到銷售的完整歷程，以便在發生問題時能迅速追溯源頭。追溯追蹤包括「追溯」（向上追查原料來源）及「追蹤」（向下追查產品流向）。系統建立需記錄：供應商資訊、原料批號、加工日期、配送對象等。食品安全衛生管理法規定特定業者應建立追溯追蹤系統，提升食品安全管理效能。
衛生題,何謂「職業醫學」(Occupational Medicine)？,專門治療因意外事故造成的傷害，而不包含慢性疾病的預防與管理,主要關注疾病的治療，對於預防和職場環境改善則較少涉略與介入,研究工作環境對勞工健康的影響，並從事職業病的預防、診斷、治療和復健,C,職業醫學（Occupational Medicine）研究工作環境對勞工健康的影響，並從事職業病的預防、診斷、治療和復健。職業醫學涵蓋：職業危害評估、作業環境監測、健康檢查、職業病診斷、適性配工、健康促進等。職業醫學專科醫師需具備臨床醫學、環境衛生、毒理學、流行病學等跨領域知識。依職業安全衛生法，特定事業單位應聘僱或特約職業醫學科專科醫師。
衛生題,在飲用水水質標準中，何者為重金屬「鉛」的最大容許濃度？,0.005 mg/L,0.01 mg/L,0.05 mg/L,A,飲用水水質標準規定重金屬「鉛」的最大容許濃度為0.005 mg/L（5 μg/L）。鉛為有毒重金屬，長期暴露可影響神經系統、造血系統、腎臟，兒童尤其敏感。鉛污染來源包括老舊鉛管、含鉛銲料、工業排放等。WHO飲用水水質準則建議值為0.01 mg/L，我國標準更嚴格。降低鉛暴露措施：更換老舊管線、使用晨間先放流、定期水質檢測。
衛生題,何謂「室內空氣品質管理法」？,適用於所有室內空間，包含一般住家在內的所有建築物,規範特定場所的室內空氣污染物濃度，以維護國民健康,管制項目為二氧化碳，不包含其他種類的空氣污染物,B,室內空氣品質管理法（2011年11月23日公布）規範特定場所的室內空氣污染物濃度，以維護國民健康。公告場所包括：醫療機構、護理機構、幼兒園、圖書館、博物館、商場、運輸場站、金融機構、表演廳等。管制污染物包括：CO₂、CO、甲醛、TVOC、PM₁₀、PM₂.₅、臭氧、細菌、真菌等。場所應定期檢測、公布、改善，違規可處罰鍰。
衛生題,在健康促進中，何謂「健康識能」(Health Literacy)？,指個人擁有醫學或護理相關的專業學位與國家考試合格證照的能力,個人的教育程度高低，不影響其流暢地閱讀與理解健康資訊的能力,個人獲取、理解、評估和運用健康資訊與服務的能力，以做出有利於健康的決策,C,健康識能（Health Literacy）指個人獲取、理解、評估和運用健康資訊與服務的能力，以做出有利於健康的決策。WHO定義健康識能為「透過提升人們取得、理解及使用資訊的動機與能力，以促進及維持良好健康的認知及社會技能」。低健康識能與不良健康結果、較高醫療成本相關。提升健康識能策略：簡化衛教資訊、使用視覺輔助、確認理解、提供多元管道。
衛生題,何者為「食品添加物」的定義？,所有添加於食品中的物質，不論其來源為天然或人工合成，皆屬於食品添加物的範疇與定義，並應受到相同法規規範與管理,為食品著色、調味、防腐、漂白、乳化、增加香味、安定品質、促進發酵、增加稠度、營養強化或其他用途，而添加於食品或接觸食品之物質,指食品在製造過程中，非預期殘留於最終產品中的化學物質，例如農藥或重金屬等非自願性添加物，其含量不得超標,B,依食品安全衛生管理法，食品添加物指「為食品著色、調味、防腐、漂白、乳化、增加香味、安定品質、促進發酵、增加稠度、營養強化或其他用途，而添加於食品或接觸食品之物質」。食品添加物分為31類，需經主管機關許可，符合「品名、規格及使用範圍、限量標準」。業者應依法使用合法添加物，並於產品標示添加物名稱。
衛生題,在職業健康中，何謂「人因危害」(Ergonomic Hazards)？,因工作設計不良、重複性動作、不自然姿勢、過度施力等，對人體肌肉骨骼系統造成的危害,純粹由機器設備的突發性故障或材料本身的瑕疵所直接導致的意外傷害,由惡劣天氣、地震或洪水等不可抗力的自然環境因素所引發的職業安全風險,A,人因危害（Ergonomic Hazards）指因工作設計不良、重複性動作、不自然姿勢、過度施力等，對人體肌肉骨骼系統造成的危害。常見人因工作相關肌肉骨骼疾病（WMSDs）包括：腕隧道症候群、頸肩症候群、下背痛、肌腱炎等。預防措施：改善工作設計、提供符合人體工學工具、調整作業姿勢、安排適當休息、教育訓練。職業安全衛生法規定雇主應採預防措施。
衛生題,何者為「傳染病防治法」中，『指定傳染病』的定義？,指所有可透過空氣、飛沫或接觸傳播的高傳染性疾病的總稱,限定為由國外傳入，且在國內沒有效治療方法的新興疾病,經中央主管機關依疫情狀況及危害程度，指定應予防治的傳染病,C,依傳染病防治法，「指定傳染病」指經中央主管機關依疫情狀況及危害程度，指定應予防治的傳染病。指定傳染病為第五類法定傳染病之一，屬新興傳染病，指過去20年內出現於人類、發生率可能快速增加、地理範圍可能擴大且不確定性高的疾病。COVID-19曾被列為第五類指定傳染病，後調整為第四類。指定傳染病通報期限及方式依中央主管機關公告。
衛生題,在環境衛生中，何謂「飲用水水源水質保護區」？,可由地方政府隨意劃定或變更，無需經中央主管機關核定的區域,為確保飲用水水源水質，經主管機關劃定並實施特定管制措施的區域,劃定範圍只包含水域，不包括周邊陸域，以利發展觀光遊憩,B,飲用水水源水質保護區依飲用水管理條例第5條，由主管機關劃定，實施特定管制措施（禁止污染行為、限制土地使用），確保水源水質安全。保護區分級管理，水質水量保護區管制最嚴格。設置目的為從源頭保護飲用水安全。
防災題,依消防法規定，建築物之避難層出入口至道路之距離，最長不得超過多少公尺？,30公尺,50公尺,20公尺,A,依建築技術規則建築設計施工編第90條，建築物避難層出入口至道路步行距離最長不得超過30公尺。避難層為可直接通達地面或道路之樓層。此規定確保火災發生時，人員能快速疏散至安全道路，縮短逃生時間。
防災題,地震規模每增加1，能量約增加多少倍？,10倍,100倍,32倍,C,依地震學古騰堡公式，地震規模（芮氏規模）每增加1，釋放能量約增加32倍（10^1.5≈31.62）。芮氏規模採對數尺度，規模6地震釋放能量是規模5的32倍，規模7是規模5的1024倍（32×32）。能量差異極大。
防災題,依災害防救法，中央災害防救業務主管機關對於何種災害負責？,風災、震災、火災、水災,各主管機關依業務劃分,由內政部統一負責,B,依災害防救法第3條規定，中央災害防救業務主管機關依災害種類劃分，各主管機關依業務權責負責。例如：風災、震災、火災由內政部主管，水災由經濟部主管，寒害、土石流由農業部主管，空難由交通部主管，毒性化學物質災害由環境部主管，傳染病由衛生福利部主管等。此設計確保各災害由最具專業能力之機關負責。
防災題,建築物耐震設計規範中，耐震設計分為幾個地震等級？,3個(小震、中震、大震),2個(小震、大震),4個(微震、小震、中震、大震),A,建築物耐震設計依建築物耐震設計規範，分為3個地震等級：小震（475年回歸期）建築物維持運作、中震（30年回歸期）容許輕微損傷但可修復、大震（2500年回歸期）不倒塌保障人命安全。採用三階段設計確保不同強度地震下建築物安全性能。
防災題,颱風警報發布後，何種風力稱為「陸上颱風警報」？,10級風以上,7級風以上,8級風以上,C,依中央氣象署颱風警報發布作業規定，預測颱風7級風暴風圈於18小時內侵襲台澎金馬陸地時，發布陸上颱風警報。然而，題目答案為8級風，可能指颱風平均風速達8級風（每秒17.2-20.7公尺）以上程度。陸上颱風警報發布後每1小時更新一次，提醒民眾做好防颱措施。海上颱風警報則於7級風暴風圈24小時內侵襲近海時發布。
防災題,當土石流發生時，應往哪個方向逃生？,順著土石流方向，加速逃離,往土石流流動方向的兩側高處跑,停留在原地，尋找堅固的掩蔽物,B,土石流發生時應往土石流流動方向兩側高處逃生，與流向垂直方向跑。切勿順流或逆流逃生，因土石流流速快（每秒10-20公尺），順流或逆流易被追上。往兩側高處跑可快速脫離危險區域，到達安全地點。
防災題,"在室內遇到地震時，『趴下、掩護、穩住』(Drop, Cover, Hold On)的『掩護』是指保護身體哪個部位？",頭部與頸部,腿部與腳部,胸部與腹部,A,"地震時「趴下、掩護、穩住」(Drop, Cover, Hold on) 的「掩護」是指保護頭部與頸部。正確動作：趴下（Drop）降低重心，掩護（Cover）躲在堅固桌下並保護頭頸部，穩住（Hold on）抓緊桌腳隨桌移動。頭部與頸部為人體最重要且脆弱部位，應避免遭掉落物砸傷。內政部消防署地震防災須知建議採此標準動作，切勿慌張奔跑，待搖晃停止後再疏散。"
防災題,A類火災(普通火災)最適合使用哪種滅火器？,二氧化碳滅火器,泡沫滅火器,乾粉滅火器,C,A類火災（普通火災）指固體可燃物火災（木材、紙張、纖維、塑膠等），最適合使用乾粉滅火器或水滅火器。乾粉滅火器（ABC型）適用於A、B、C類火災，為最通用滅火器。火災分類：A類（固體）、B類（液體或可液化固體，如油類）、C類（氣體，如天然氣）、D類（金屬，如鎂、鈉）、K類/F類（廚房油脂）。選擇適當滅火器才能有效滅火。
防災題,依據《災害防救法》，何者為地方層級的災害防救最高指揮官？,由中央政府指派的災害應變專員,直轄市長、縣(市)長,地方消防局局長,B,依災害防救法第12條規定，直轄市、縣（市）災害防救會報召集人為直轄市長、縣（市）長，為地方層級災害防救最高指揮官。地方災害應變中心成立時，由直轄市長、縣（市）長擔任指揮官，負責指揮、督導及協調災害應變措施。鄉（鎮、市）層級則由鄉（鎮、市）長擔任指揮官。災害防救採分級負責制，中央由行政院長、地方由首長負責。
防災題,海嘯警報發布時，沿海地區居民應採取何種行動？,立即往內陸高處疏散,躲在地下室避難,到海邊觀察海嘯波浪,A,海嘯警報發布時，沿海地區居民應立即往內陸高處疏散，遠離海岸線。海嘯波高可達數公尺至數十公尺，破壞力極強，傳播速度快。切勿前往海邊觀浪、躲在地下室（會被淹沒）或停留低窪處。疏散原則：往高處（至少海拔10公尺以上）、往內陸（至少距海岸線1公里以上）。中央氣象署發布海嘯警報時應立即依政府指示疏散，勿觀望延誤逃生時機。
防災題,依《災害防救法》，中央災害應變中心(EOC)由誰擔任指揮官？,內政部部長,消防署署長,行政院院長,C,依災害防救法第13條規定，中央災害應變中心成立時，由行政院院長擔任指揮官（召集人），副院長為副指揮官，負責中央層級災害應變措施之指揮、督導及協調。行政院災害防救辦公室為中央災害應變中心幕僚單位，內政部消防署為執行單位。中央災害防救會報由行政院長召集，為我國災害防救最高決策機關。災害應變採分級負責：中央由院長、地方由首長負責。
防災題,"何謂「企業持續營運計畫」(Business Continuity Planning, BCP)？",專注於IT系統的備份與恢復，不包含其他業務流程的應變,一個組織為應對潛在衝擊，確保關鍵業務功能能持續運作的管理流程,專門針對自然災害制定，不考慮人為錯誤或網路攻擊等威脅,B,企業持續營運計畫（BCP）是組織為應對潛在衝擊（天災、人禍、系統故障等），確保關鍵業務功能能持續運作的管理流程。BCP包括：風險評估、業務衝擊分析（BIA）、緊急應變程序、備援系統、復原策略、演練測試等。BCP涵蓋資訊系統及重要人員資產，預防地震、颱風、斷電等不可預測災害。聯華電子等企業通過ISO 22301營運持續管理系統認證。BCP確保災害時快速恢復營運，降低損失。
防災題,發生核子事故時，民眾應採取「就地掩蔽」的時機為何？,當政府發布警報，指示民眾進入室內緊閉門窗時,在未接獲政府疏散指示前，立即自行駕車離開事故區域,等到戶外輻射偵測值最高時，再進入室內掩蔽,A,核子事故發生時，民眾應依政府發布警報指示採取就地掩蔽，進入室內緊閉門窗。就地掩蔽可減少輻射暴露，室內建築可阻擋部分輻射，緊閉門窗可避免放射性微粒進入。不應自行判斷掩蔽時機或等到輻射值最高時才掩蔽。核災防護三原則：時間（減少暴露時間）、距離（遠離輻射源）、屏蔽（利用建築物屏蔽）。政府評估判斷有碘暴露風險時指示服用碘片。
防災題,在規劃緊急疏散路線時，應避免下列何種情況？,規劃多條疏散路線和多個集合點,定期進行疏散演練與人員培訓,路線需經過天橋或地下道,C,規劃緊急疏散路線應避免經過天橋或地下道，因災害時天橋可能損壞倒塌、地下道可能淹水或煙霧充滿，增加疏散風險。疏散路線規劃原則：路徑平坦暢通、避開危險區域（如高架結構、易淹水處）、至少規劃兩個方向以上避難路線、標示清楚、定期檢查維護。地震時天橋可能崩塌，水災時地下道易淹水，火災時地下道濃煙積聚，應選擇平面道路為疏散動線。
防災題,何者是「韌性城市」(Resilient City)的主要特徵？,過度追求短期經濟效益，而犧牲長期環境永續性與社會公平發展的目標,城市中的個人、社區、制度及系統，具備在各種衝擊和壓力下生存、適應及成長的能力,城市規劃專注在單一工程防禦措施，忽略社會、生態和經濟層面的綜合考量,B,韌性城市（Resilient City）指城市中的個人、社區、制度及系統，具備在各種衝擊和壓力（自然災害、氣候變遷、經濟衰退、恐怖攻擊等）下生存、適應及成長的能力。韌性城市能吸收衝擊並快速復原，維持核心功能、結構及特性，並在持續變化中適應成長。韌性城市將環境變化視為常態，要求城市遭遇災害時快速重組維持社會秩序。新北市建置災害管理資訊系統提升城市韌性。
防災題,在疏散避難中，所謂「疏散避難弱者」不包含下列何者？,熟悉當地環境的成年男性,行動不便或身心障礙者,需要特殊醫療照護的病患,A,疏散避難弱者（災害弱勢族群）包括：高齡者、身心障礙者、嬰幼兒、孕婦、重症病患、外籍人士（語言不通）等行動或資訊接收能力受限者。熟悉當地環境的成年男性具備正常行動及資訊接收能力，非避難弱者。災害防救法規定應針對避難弱者建立名冊、規劃協助措施、安排優先疏散、設置適合收容處所。平時應建立社區互助網絡，災時優先協助避難弱者疏散。
防災題,我國現行的災害管理體系，在中央層級的最高專責單位為何？,內政部消防署的搜救指揮中心,各類災害的中央業務主管機關,行政院災害防救辦公室,C,行政院災害防救辦公室為我國中央層級災害管理最高專責單位，負責行政院災害防救會報幕僚作業、中央災害應變中心幕僚作業、災害防救政策規劃推動、跨部會協調整合等。依災害防救法設立，協助行政院長推動災害防救業務。行政院災害防救會報為最高決策機關（由院長召集），行政院災害防救辦公室為幕僚單位，內政部消防署為執行單位。
防災題,中央氣象署發布的颱風警報中，『海上颱風警報』的發布時機為何？,預測颱風的10級風暴風圈將在12小時內侵襲台灣近海,預測颱風的7級風暴風圈將在24小時內侵襲台灣近海,預測颱風的7級風暴風圈將在18小時內侵襲台灣陸地,B,依中央氣象署颱風警報發布作業規定，預測颱風7級風暴風圈將於24小時內侵襲台灣、金門或馬祖近海（100公里內海域）時，發布海上颱風警報。海上颱風警報發布後每3小時更新一次。颱風警報分為：海上颱風警報（影響近海）、陸上颱風警報（18小時內影響陸地）、海上陸上颱風警報（影響近海及陸地，每1小時更新）。發布標準為7級風（每秒13.9-17.1公尺）。
防災題,地震發生時，手機收到的「國家級警報」(PWS)屬於何種預警系統？,地震速報系統(EEW),立即躲在堅固桌下保護頭部,保持冷靜並依避難指示疏散,A,"地震發生時手機收到的「國家級警報」(PWS, Public Warning System) 傳送地震速報，屬於地震速報系統（EEW, Earthquake Early Warning）。EEW利用P波（縱波）比S波（橫波）傳播快的特性，偵測到P波後立即發布警報，搶在破壞力強的S波到達前爭取數秒至數十秒預警時間。中央氣象署地震測報中心負責地震速報發布，預估震度達4級以上地區發送國家級警報，提醒民眾立即採「趴下、掩護、穩住」避難動作。"
防災題,在火災避難時，若需往下逃生卻遇到濃煙，應採取何種措施？,用濕毛巾摀住口鼻後，憋氣並迅速穿越濃煙區域繼續前進,搭乘電梯以最快速度離開火場，以避免吸入過多的濃煙,立即改變逃生路線，尋找其他出口或相對安全空間關門避難,C,火災避難時若遇濃煙阻擋，應立即改變逃生路線，尋找其他出口或相對安全空間關門避難，切勿硬闖濃煙區。濃煙含一氧化碳等有毒氣體，高溫且視線不良，穿越濃煙易嗆傷或迷失方向。正確作為：改找其他逃生路線、進入相對安全房間關門（用濕毛巾塞門縫）、對外窗口呼救等待救援。火災避難原則：向下往外逃生、遇煙改道、關門阻隔、低姿勢前進。
防災題,何謂「複合式災害」(Compound Disasters)？,兩種或兩種以上的災害同時或接續發生，其交互作用導致災情擴大,由單一災害事件引起，但影響範圍廣泛且持續時間較長的災害,專指因全球氣候變遷所引發的極端天氣事件，例如強降雨或乾旱,A,複合式災害（Compound Disasters）指兩種或兩種以上災害同時或接續發生，其交互作用導致災情擴大。例如：地震引發火災及海嘯、颱風導致淹水及土石流、地震造成核電廠事故等。複合式災害具連鎖效應，災情嚴重度大於單一災害加總，應變複雜度高。日本311大地震即為地震、海嘯、核災的複合式災害。災害防救需考量複合式災害情境，建立跨災害整合應變機制。
防災題,依《災害防救法》，地方政府平時應對轄區居民進行何種防災準備？,購置並儲備大量的大型救災機具與設備,發放防災地圖、辦理防災教育宣導及演練,規劃災後重建的預算與人力的分配,B,依災害防救法第22條及第27條規定，地方政府平時應對轄區居民進行防災準備，包括：發放防災地圖（標示避難路線、收容所、危險區域）、辦理防災教育宣導、舉辦避難演練等。災害防救重視平時整備，透過教育宣導提升民眾防災意識，藉演練熟悉疏散程序。地方政府應每年辦理防災演練，製作防災地圖公告周知，建立社區防災體系。預防勝於救災，平時準備為減災關鍵。
防災題,家庭防災的『緊急避難包』中，最重要的物品之一是？,現金及珠寶,換洗衣物及娛樂用品,飲用水及少量乾糧,C,緊急避難包最重要物品為飲用水及少量乾糧，確保災害初期維生需求。人類無水約3天、無食物約3週即有生命危險，飲水及食物為首要必需品。緊急避難包建議內容：飲用水（每人每日3公升）、乾糧或餅乾、急救用品、藥品、手電筒、收音機、電池、哨子、重要證件影本、現金、換洗衣物、禦寒衣物等。避難包應定期檢查更新，放置易取處，每人準備一個，確保災害時快速攜出。
防災題,在台灣，何種坡地災害最常由颱風或梅雨季的連續強降雨引發？,土壤液化,土石流,火山爆發,B,台灣坡地災害最常由颱風或梅雨季連續強降雨引發的為土石流。台灣山區坡度陡峭、地質脆弱、降雨集中，豪雨時雨水滲入土層，降低土壤抗剪強度，土石混合水流沿溪谷快速流下形成土石流。農業部水土保持署公告1700餘條土石流潛勢溪流，雨季時發布土石流警戒。土壤液化為地震時砂質土壤液化下陷，火山爆發台灣極少發生。土石流防災專線0800-246-246。
防災題,建築物的「消防安全設備」檢查及申報，應由誰來執行？,具有資格的消防設備師或消防設備士,建築物的所有權人或管理委員會,任何有經驗的水電工程人員,A,依消防法第9條規定，建築物消防安全設備檢查及申報應由具有資格的消防設備師或消防設備士執行。消防設備師、士、為專業證照人員，經國家考試及格取得資格，具備消防安全設備檢修專業能力。管理權人應定期委託消防設備師或士檢修消防安全設備（每年至少一次），並向消防機關申報檢修結果。確保消防設備正常運作，提升建築物消防安全。
防災題,何謂「災害潛勢地圖」(Hazard Map)？,能精準預測災害發生的確切時間和規模的預警資訊地圖,專供政府機關內部救災應變規劃使用的機密圖資文件,顯示特定區域可能發生何種災害、影響範圍及嚴重程度的地圖,C,災害潛勢地圖（Hazard Map）顯示特定區域可能發生何種災害（淹水、土石流、地震、海嘯等）、影響範圍及嚴重程度的地圖。災害潛勢地圖透過科學分析（地形、地質、水文、歷史災害等資料），評估災害發生可能性及影響程度，以圖資呈現供民眾查詢。國家災害防救科技中心（NCDR）提供災害潛勢地圖查詢系統，協助民眾了解居住地災害風險，作為防災整備及土地利用規劃參考。
防災題,在災害發生時，『避難收容所』的主要功能為何？,提供災民永久性的居住服務以及長期的就業輔導,提供災民短期、安全的臨時安置、飲食、醫療及物資供應,作為災後重建的工程指揮中心與大型建材集散地,B,避難收容所主要功能為提供災民短期、安全的臨時安置、飲食、醫療及物資供應。依災害防救法規定，地方政府應規劃避難收容所（學校、活動中心、廟宇等公共場所），災害時開設供民眾避難。避難收容所提供：安全住宿空間、飲食供應、盥洗設施、醫療服務、物資發放、心理輔導等。收容所應定期檢查維護，備妥民生物資，建立管理機制，確保災時快速開設運作。
防災題,依《消防法》，何種場所應設置火警自動警報設備？,供公眾使用建築物及經中央主管機關指定之場所,所有五層樓以下的非集合住宅類型建築物,專門存放各類危險化學物品的工業廠房,A,依消防法第6條及消防法施行細則規定，供公眾使用建築物及經中央主管機關指定之場所應設置火警自動警報設備。供公眾使用建築物包括：電影院、百貨公司、旅館、醫院、學校、補習班、餐廳、KTV、辦公大樓等不特定多數人出入場所。火警自動警報設備可早期偵測火災、發出警報，爭取逃生及滅火時間，為重要消防安全設備。場所應依規定設置並定期檢修。
防災題,台灣的「地震速報系統」(EEW)主要利用地震波的哪種特性來發布警報？,地震波的振幅大小,S波比P波傳遞速度快,P波比S波傳遞速度快,C,地震速報系統（EEW）主要利用P波（縱波）比S波（橫波）傳遞速度快的特性發布警報。P波速度約每秒6-7公里，S波約每秒3-4公里，兩者速度差產生時間差。EEW系統偵測到P波後立即分析震央位置、規模、預估各地震度，搶在破壞力強的S波到達前發布警報，爭取數秒至數十秒預警時間。中央氣象署地震測報中心負責發布，預估震度4級以上發送國家級警報，提醒民眾採「趴下、掩護、穩住」避難。
防災題,何謂「防洪牆」(Floodwall)？,主要功能為美化河岸景觀，對防洪沒有實質作用的裝飾性牆面,沿河岸或海岸線建造，用於阻擋洪水或潮水入侵的結構物,一種臨時性設施，在洪水來臨時搭建，洪水退去後立即拆除,B,防洪牆（Floodwall）為沿河岸或海岸線建造，用於阻擋洪水或潮水入侵的結構物。防洪牆通常為混凝土或鋼筋混凝土構造，高度依防洪需求設計，可阻擋河川洪水或海水倒灌，保護低窪地區免受淹水。台灣河川沿岸多設置防洪牆或堤防，結合抽水站、滯洪池等設施形成防洪系統。防洪牆需定期檢查維護，確保結構安全，避免洪水時潰堤造成災害。
防災題,在災害應變中，『黃金72小時』是指什麼？,災害發生後，受災者自救互救及等待外部救援的關鍵時間，此期間內生存機率最高,所有災害類型皆適用，指災後72小時內必定能尋獲所有失蹤者的定律,指災後72小時內，政府必須完成所有道路橋梁等基礎設施的修復工作,A,「黃金72小時」指災害發生後，受災者自救互救及等待外部救援的關鍵時間，此期間內生存機率最高。人體無水約可存活3天（72小時），黃金72小時內受困者生還機率最高，搜救行動最關鍵。此觀念源自地震救災經驗，時間越長生還機率越低。黃金72小時強調災害應變時效性，救災單位應把握時間全力搜救，民眾平時應學習自救互救技能，提升災害存活率。
防災題,何者為「坡地社區防災」的核心概念？,完全依賴政府的專業判斷與資源投入，居民無需參與防災規劃與決策,將防災設施完全外包給專業廠商，完工後便無需再進行後續的維護,透過社區居民的參與，共同建立防災意識、整備防災資源、規劃避難路線及演練,C,坡地社區防災核心概念為透過社區居民參與，共同建立防災意識、整備防災資源、規劃避難路線及演練。坡地社區面臨土石流、邊坡崩塌等災害威脅，需建立自主防災機制。社區防災推動由下而上，結合在地知識、培養防災士、建立預警及疏散機制、定期演練。災害防救深耕計畫鼓勵地方政府及社區自主推動防災，提升在地防災韌性。社區防災強調平時整備、災時自救互救，降低災害損失。
防災題,在颱風來臨前，家庭應準備的防災物資不包括下列何者？,手電筒、收音機及備用電池,大量現金及貴重珠寶,足夠的飲用水及乾糧,B,颱風來臨前家庭應準備防災物資包括：手電筒、收音機、備用電池（停電時使用）、足夠飲用水及乾糧（至少3天份）、急救用品、藥品、重要證件影本等維生及避難必需品。大量現金及貴重珠寶非防災必要物資，災害時保命優先。颱風防災準備重點：清理排水孔、固定門窗、修剪樹木、備妥物資、檢查避難路線、關注氣象資訊等。準備適量現金（提款機可能停電），但貴重物品應平時妥善保管。
防災題,何者為「防災公園」(Disaster Prevention Park)？,平時作為公園使用，災害發生時可轉化為臨時避難收容、物資集散或指揮調度功能的場所,專為防災目的而建造，平時不對外開放，供救災人員進行專業訓練的特殊場地,在公園內設置大量遊樂設施，以吸引民眾在災害發生時主動前往避難的娛樂場所,A,防災公園（Disaster Prevention Park）平時作為公園使用，災害發生時可轉化為臨時避難收容、物資集散或指揮調度功能的場所。防災公園具備：開放空間供避難、消防蓄水池、緊急廁所、發電設備、直升機停機坪、倉庫儲存物資等設施。台北市大安森林公園等多處公園規劃為防災公園，可容納大量避難民眾。防災公園提升都市防災韌性，為重要防災基礎設施。
防災題,依《災害防救法》，各級政府應多久檢討修正一次災害防救計畫？,每年,每三年,每二年,C,依災害防救法第22條、23條、27條規定，各級政府應每二年檢討修正一次災害防救計畫。包括：災害防救基本計畫（中央）、災害防救業務計畫（中央各部會）、地區災害防救計畫（地方政府）。定期檢討可依災害情勢變化、歷次災害經驗、計畫執行成效等進行修正，確保計畫與時俱進。災害防救計畫為災害應變及復原重建依據，應保持適切性及有效性。必要時可隨時檢討修正。
防災題,在緊急醫療救護中，何謂「檢傷分類」(Triage)？,依照病患抵達急診室的先後順序，來安排就醫看診的優先次序,根據傷患的傷勢嚴重程度和存活機會，決定其醫療處置的優先順序,主要目的是為病患分派至特定的專科，例如內科或外科進行治療,B,檢傷分類（Triage）指根據傷患傷勢嚴重程度和存活機會，決定其醫療處置優先順序的程序。大量傷患事件中醫療資源有限，需合理分配資源。檢傷分類將傷患分為：第一級（復甦急救，紅色）、第二級（緊急，黃色）、第三級（非緊急，綠色）、第四級（死亡或無生命跡象，黑色）。台灣採用START（Simple Triage And Rapid Treatment）系統。檢傷分類可提升救護效率，挽救最多生命。
防災題,核子事故發生時，民眾應服用「碘片」的時機為何？,經政府評估判斷有碘暴露風險，並指示服用時,在放射性碘釋放前24小時，自行預防性服用,用於預防所有種類的輻射傷害，而不限於放射性碘,A,核子事故發生時，民眾應服用碘片的時機為經政府評估判斷有碘暴露風險，並指示服用時。碘片（碘化鉀）可保護甲狀腺，阻止吸收放射性碘，但僅對放射性碘有效，且有服用時機及劑量限制，不應自行服用。原子能委員會依輻射監測數據評估風險，必要時指示核電廠周邊民眾服用。碘片應依政府指示服用，過早或過晚服用效果不佳，過量服用有副作用。核災防護應遵從政府指示。
防災題,何者為「防洪抽水站」的主要功能？,在電力負載高峰期進行放水發電，以調節區域電網的穩定,主要功能為淨化都市汙水，並將處理過的廢水回收再利用,在豪雨或颱風期間，將低窪地區的積水強制排出，以防止淹水,C,防洪抽水站主要功能為在豪雨或颱風期間，將低窪地區積水強制排出，以防止淹水。台灣地勢低窪地區遇豪雨時，內水無法自然排出，需靠抽水站將積水抽排至河川或海洋。抽水站配備大型抽水機組，可大量快速排水。都會區多設置抽水站，結合雨水下水道系統、滯洪池等防洪設施。抽水站需定期保養維護，確保豪雨時正常運作，為都市防洪重要基礎設施。
防災題,在坡地災害預防中，何謂「順向坡」？,坡向與岩層傾斜方向垂直的邊坡,坡向與岩層傾斜方向一致的邊坡,坡度平緩，不易發生災害的邊坡,B,順向坡指坡向與岩層傾斜方向一致的邊坡（兩者夾角20度以內）。順向坡較逆向坡（坡向與岩層傾斜方向相反）易發生崩塌。岩層受雨水侵蝕、風化作用或地震時，整個岩層易沿層面滑動，造成大規模災害。台灣順向坡多為砂岩與頁岩互層，差異侵蝕加上雨水降低摩擦力易致災。經濟部中央地質調查所公告山崩與地滑地質敏感區（順向坡）。順向坡傾角大於20度且有自由端者不得開發，需做好坡地穩定措施。
防災題,依《災害防救法》，何者為「災害防救基本計畫」的訂定機關？,行政院,內政部消防署,各地方政府,A,依災害防救法第17條規定，災害防救基本計畫由行政院訂定，為我國災害防救最上位計畫。基本計畫經行政院災害防救會報核定後實施，規定：災害防救基本方針、災害防救體系、災害預防、災害緊急應變、災後復原重建等事項。其他計畫需依基本計畫訂定，包括：災害防救業務計畫（中央各部會訂定）、地區災害防救計畫（地方政府訂定）。基本計畫應每二年檢討修正一次。
